	Domain	Phylum	Class	Order	Family	Genus	OTU
32e9cc4cc86af10d91fc094517e780ad	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
46a985c181fad2f211fe2477bc96688d	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
9b6f0895a0779ebf730618d2a3bb6f5c	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
222c44fa68ca5a01235e9bee07c522c9	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
97af66556a9b663ce335ad65178254cd	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
108d0a770e57551e52b952cac6dd875a	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
59b768c4f95737cddb1f5f6218bde5d2	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
bc49086af21c6e0b1f140c9b7d94100e	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
dfa610616029192b89906fcdbad74d8f	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
d2e015791a02d10bca707f12b4069950	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
7dd57afc21c4959b7508b2bad70aba08	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
de7da151a1614884e13724b1132ede44	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4fc8a42a839419575b65c1cb56625cc1	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
ad2f2b4e336add6fe75056a2385411c5	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
349e285ba29e3e6650a565150e97ebf5	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
22a4f97c35faad207a0c69c89899e0f6	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
8e9ab098624ef6e44f19b59963c720ed	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
bd4083b5a452cd8731770f8b0da2a087	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
e55d9605b0dcdf06b622ceb125fe427f	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
43b8eb54c8329f2b02958c57c20d7a53	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
9a207f67f70315e4fdfbb9357f190e09	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
8c6bf93bd6f7630850482d30b6d34927	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
caab52cb80d72ee571e2e97cecfd110e	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
1798b17ba7e200444ef3ab64c3a48f1f	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
da448c79a16312a10596625d4ed40cf7	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
713dc61ac5153950058d429151c31783	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4ce4ed547fc82b549e7c08541c06e3ae	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
81cf4953de3262cef2ef59d030235bd6	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
d1b3517134735751d2494eba01ebd3b7	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
d9d2f0c9471b8d58cc4541cd98c3bc8d	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
67ab3f362d71008be03d6c61dd40475d	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
5b114fecb37c6e81795461f389be1b10	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
43a3b08e7ce24f729ccc04843898a826	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
d1d3a9275d5dba113136055ad04b66fa	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
1ab2af8f9e57736e28d167ff3a1e95e2	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
6a6f8db89e0a931dfe57a5e25d6609f4	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
0534f55a8819788ebe9c2e55d937c510	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
db9a7c6fdc7f721082097eb4adda68bb	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
1d52ef5b5cb1575728b5809e039cab9b	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
d93acd8a04b2972eb2d47054c5d88cf9	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
49b5e0035e68ffb24c3d3850a592fc69	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
402e865a5b9a6d1f621990076d252df4	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
e8c5b5608918b4d66758ef0cbeb42803	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
0563ebe4246cfac3f4f7a9b538e12328	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
40d9cb3192fe439feb2e88411d19f48a	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
0c9187b39760a8ef5970df64a924bf9b	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
7905b9f328d57c6f2c71777d5d4b6d0e	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
2d651d64ddc44d8b26db032bbdd61797	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
3a73c173e21069d59bc1ba03d21cf46b	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
03d2f5c93477371a9ad0cac93c0407ed	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
c3b4adee034d17104c22827803348c10	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
a48eb276c0e7c3fe3f03ac28e9e55dff	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
37fa2d8e7f601c20a0cce3bb811049d2	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
2d749e2e84f72a5d3ac8cd522c629d0f	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
e1fec6233f1f01818392eac796204cee	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4764fb40506697251c0cf08d65dc9502	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
c4f71990b5d96cfcf6376b9140d4b3a4	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
afbbf16fb2b512bc04e51a6c6224b8db	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
484c04c118cccf6be0d8cfedfb02e229	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
b4f1292d46887c599508cbc49decbf73	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
b10c99e9f500c0b43b7ec8f6981cbc00	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
c79b6aee7b648e49c71f56a470d976e5	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
084d60d03d1833a101443d078a364ada	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
190bcf53c5b85687fcf8e4624cd3cafd	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
3b05889851d7149d0060271013ac4dab	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
3b2f979eb3422f9e1049d64a67258ef6	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
622927dc42481293572015c6f6a4936e	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
57d07e764bca6aa181155f7f4aab3d9a	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
0987b3739a4a0124a5e451310bbaae42	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
96b6b8d093b4288546f3e97ee8393b5b	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
d2a9e8e5cbe0b2f416e7504f982f8779	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
c0670f726cbc7abbe51c60bdd7dd9c21	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
89f7788f629e97df2baf9197d34b7ea6	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
2ebc674bf533e9a483080742910757d6	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
f80debb75732a58811a9047438e713b7	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
92d6b017d649d82ad718b7ab0b8b523d	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
6f84f780d28672ff90cc44f72a58b2a0	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
ea2a6c6c663618e547a2ab83fa01c8c2	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
364d8eafe4586af0fe765c924b0ed29e	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
322fc125a4052278a3c730a15e764cc7	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
27e8101f135c45fac5197e4000afc466	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
e3b49d05d5ff3402f1abb6cf65637467	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
1ce7f61485fcbf45d2189a4d92c034c8	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
a0e4bdde24d9f0996283641ff6b666c8	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
09376756f1c09a9e77417d5c143f69a7	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
669be706e588e373573fea02cc772a2d	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
37ea4fe4392506bec332b2430fac3022	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
f5b758713353577725c8b4f7f83c4fbc	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4390c78aa31e60dd5b68f74e49d8c654	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
901b25c578bf96d2873215d71b4be6f4	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
54fa09a4009ae60cb650c4868b7b4998	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
d703f4df0b7dac4a30f8a4b3a527082d	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
b6d04d36d4b56c73efbb046e4adf54d1	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
f0b852bd81ef29fb01704221f4018fd1	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
5a0b6e5779b842195f589a3f59c2944c	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
8e94772a92e47d64ae50297318fa85f3	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
1f3b4ee0871a5e9ad6b7a2a608a9a764	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
641da687c22a71d336220f19c32fc076	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
d8d2ae9a37271dc14e1843bbce042835	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
fa77a943d92584acf91c6f5d36a2172d	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
460ae2ccd91ebf1dff60fd41224df835	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
754cedb01bbba0300b00463c4b448609	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
fb94cd42b9ae8d1b4ef5565a03d226cc	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4bd3d8a73c03d5261a9ef3ce088bcf8f	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
7d97078d7e1384c0654c894ddfb89f53	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
2ecd1de5abba064f76e856fb307b43d1	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
eef4b844dd413f3bdddce2523a406f16	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
351880be699073600dc15b438145fe20	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
f7f4d5221e9ca010dfc17cb9063c1664	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
350db70d8d79d1d384ff71993da7f9ef	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
fb021ff66ac6f3fa78c460a93547fe3e	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
02fa5d57e0a2e9a10951a9bc4012e698	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
7ae2814e77db1c89e3971a57a78af327	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
9459736f54ab32b6e09197b28fb9ade1	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
b1a6db398a3ccc05525e3cf2c5db9c53	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
87c95ddaa7290aac68b696b629e55df4	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
ca549110fbc35adf3b36738e5bfcb6d1	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
a255209b4e93be88f91637ee23aded3f	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
ce7d7c5a61d3d6aac566beafa183eb65	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
fb7a3e190420bb88c983b4c3997bd6f8	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
0f357352de8d3944b3191025c3da69cd	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4fd0f5aa462aa3dcc9994c55b02ccb8a	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
557a039f2f88ee5b9f201e51e7f3a27c	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
0b63f596860fb9449af1403c5fcede09	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
06c3591b526fee9c90aeb54abd1f6086	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
02757d2a0ae762dad6bc05bc2e423a01	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
2f17e9ec51293053547287387cec47bf	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
445b46be6eb3225dd675cdd3a650478b	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
7393dc0afa2b6279171b4ef977834836	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
b177be69c090d75bc09ffe9dd853286e	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
e3b0ef1939a4496a76c8a6ce506bbb1e	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4e6f922c26e3bb7553cd6130b923f036	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
543c7dc282b975633542be4adfe0e4e1	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
eb14db46c045a14f3eeb98f4157f2e95	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
f48b27dcf325620999b69dac2a8e3d76	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
8c918ec1a6ac83cea6375b46626be296	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
bd1f0adbed1636d45bb7f6acf32dfed3	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
9e4272dd28efeee847845502aac00cfd	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
a76b7446a5057bbdae7c30f73091a391	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4a2e3983d74d1bfcd5f80e2890114528	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
e507299d83a39c2afc5cea8cb1dc79f0	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
e482cb36d2135efaa1c2960497a717b5	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
1b01b298cd32f75af85bfaad36386d73	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
56ce7aa943d9e8c3f14faf0fcbe21060	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
67b4a56a27c3c75306b5cabbf9cfa73c	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
83c43cc11b3b00921eaa99ab744b3349	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
86c1a9b1d0c5b63fd68ff112c283175c	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
d4725f4f6d66f08be3dda797120e7f3f	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
959e3b09bfaac3946e2d6553490bcfad	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
8cef84661ed1deeac4655814445a28f6	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
a8c86030d51081c1f82af0d41845ec28	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
94bb958fea8ed18d804f4800d21e44ae	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
b5bf4a150a71f461e8cc68aadccfc75d	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
982f9347cc39acae9028bec7c936ca59	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
2710ec8045708f87845fe8a0d01cabe2	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
a06cfc8be1237e4c36c51c21e7ee760d	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4b28d1f0b97cfb4e1a61ba41f49f21dd	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
e15d00c4bd369bd1aa70f7e4988d67c8	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
b6c2eaa5d042be93e9de3d306e481e9c	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
44568fb87cdf69499e3a372c18b09a1e	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4ff9f4fd11df5e97e42ee28146ec2b1d	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
82f87cb0f937a31e3a1a9c118c6adb2d	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4d34a281eea0b6acf36e7b316789e29a	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
5c8760bddd1ba81fb07eb26a713c2c02	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
fe251c5753606d3577ff8abe660b1502	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
304b9bc17ef7820c814eeeaee249d061	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
14d67c0f36e637c12b562f3fe03e1927	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
132f845a5ed35b75b6bb843aacadb3b6	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
a2177dc7814223508d40a8e2ff90325c	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
b053a1bcdc8d44c3f530e6db874badcd	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
cd6b6a2408a1ad1df557ad326b549621	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
111ffe46b84548ade89c43ec299920cf	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
ab9a1f13e11a29dc630b09e4d4cdb57f	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
9a5e919c712f2bb2f37d78e2bf02bfb7	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
68030038d3e4f83797883757bdbed7d3	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
623def887023c01f4a9b1434a1a7c957	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
ea8dc75989d415d9e257a47fc1e7fac7	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
191dff4c64de68a1b1363c3551259b17	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
26d6aac07ea410b00b8a73050ec1e2d9	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
94224cf9375d58fde8530e5900e57ea0	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
ac18b0a8c7e222e9c20561833ef7738b	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
cfda302b28c292c0c9fd062eaaf0c221	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
68765538763ddf6dccb0251a8782312f	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
0ea8a8e042968787418c2a7b6a7dc2de	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
b1e9b474beef445e354c96ec7b7be296	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
ff7b826d7be8d6dcf7049d66334d0b68	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
c02d4a0836ed86c1579596aab5b07f4a	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
6cb82c7f5683fa35bbeecccfd716f14a	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
d8c1f360ea5297a4b35f111e91fdea43	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
cde43608648422577cc02f87a14b75ad	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
b06052d3845372ac3eae447b90bd13b5	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4d6bf6afbb0e45083b1da9eeeceb72df	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
5a14d02450855cf2440db9eb742b4f2e	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
7506c3a78d1ceee8c00f21d1d8b991b4	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
4ba685811a6db00c7f9a2c38119e3021	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
97e84383df8ec1593999fcc8bbc32889	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
81d4f4d56f940ce818fa0537443ec150	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
01e2727d9cfadc86f5a60499337bfcf1	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
d592fb2867698573e7684e3c4b67adc9	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
cbff8fcb06ae247f063263c80ac0100c	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
7d3851fc0c018de001b2c35bdf7a2932	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
ce9a50cae4180250522c20851687c4b1	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
19eb63e83bfedd727be8a83c72d14053	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
a73d9b001bb460dcdc718ea9534fa9aa	k__Bacteria	p__Cyanobacteria	c__Chloroplast	o__Streptophyta	NA	NA	NA
